Nama User,Ulasan,Rating,Tanggal,Likes,Versi App
Pengguna Google,ok,5,2025-03-29 12:26:52,0,10.86.0-release.0
Pengguna Google,"aplikasinya sih oke, tapi ada masalah satu aja yang bikin kesal, postingan lama hilang mungkin karena postingannya udah mencapai 2000 postingan, jadi waktu aku sekroll ke bawah ga ada hilang mentok gitu, jadi kesell",4,2025-03-29 11:55:31,12,10.86.0-release.0
Pengguna Google,Aplikasi kandang para anak Abah yang terhina,1,2025-03-29 11:41:53,0,
Pengguna Google,jelek masa GK bisa login,1,2025-03-29 11:31:55,0,
Pengguna Google,apk rusak,1,2025-03-29 11:14:04,0,
Pengguna Google,bagus baget,4,2025-03-29 10:22:44,0,
Pengguna Google,"Heran bnget setiap bikin akun pasti di tangguh, alasannya apa coba setiap bikin akun di tangguh Mulu. Apa karena w g*y/h*m* iya..? W bikin akun smpe 2x bikin tetap aja di tangguh , w cum mau tau alasannya kenapa apakah karena w kaum pelangi? atau gimna?",1,2025-03-29 10:04:01,0,10.84.0-release.0
Pengguna Google,baguss😁,5,2025-03-29 09:47:58,0,
Pengguna Google,"Sebagai pengguna lama aplikasi twitter udah belasan tahun, saya sangat kecewa semenjak twitter berganti jadi x. Akun sering logout sendiri dan sering minta login ulang berikut verifikasi. LELAH. Please kembalikan twitter yang dulu...",1,2025-03-29 09:47:14,0,
Pengguna Google,OK AJAA,5,2025-03-29 07:59:06,0,
Pengguna Google,ok,5,2025-03-29 06:56:45,0,
Pengguna Google,ngeleg suruh kasih masuk kode verifikasi bisa ga di perbaiki,1,2025-03-29 06:37:33,0,
Pengguna Google,bad,1,2025-03-29 06:02:45,0,
Pengguna Google,tontonan gajelas,1,2025-03-29 05:37:18,0,
Pengguna Google,"baru juga bikin akun udah d tangguhkan, aplikasi tolol",1,2025-03-29 05:28:56,0,10.86.0-release.0
Pengguna Google,sangat membantu untuk mendapatkan info tentang seluruh dunia,5,2025-03-29 04:50:05,0,
Pengguna Google,gak pernah post + kebanyakan post ulang = banned,1,2025-03-29 04:41:20,0,10.19.0-release.0
Pengguna Google,good,5,2025-03-29 04:36:03,0,
Pengguna Google,"Hi, I changed my mind on my review. It's really upsetting that my timeline suddenly just gone on all of my accounts as If it was my first time using the app. Even after I followed some account their tweet Doesn't come out. I hope you could fix this problem.",4,2025-03-29 04:35:06,0,10.86.0-release.0
Pengguna Google,😃,5,2025-03-29 04:08:00,0,8.85.0-release.00
Pengguna Google,Candaa 😋,5,2025-03-29 03:54:11,0,10.86.0-release.0
Pengguna Google,Sedikit ribet karena terlalu sering meminta authentikasi!,4,2025-03-29 03:42:21,0,10.85.0-release.0
Pengguna Google,"sistem keamanan tidak jelas selalu minta di verivikasi lama"" akun di tangguhkan gak bisa apa"" ganti akun ajak gak bisa padalah pake x cuman scroll",1,2025-03-29 03:30:00,0,
Pengguna Google,apalah saya menyimpan video malah hilang sendiri,1,2025-03-29 02:24:46,0,
Pengguna Google,love X APK andalanku terbaik,5,2025-03-29 02:03:28,0,
Pengguna Google,"apk nya seruu, bisa dapat info baru, dll, dan salah satu alasan aku download apk ini adalah buat baca au tercintah 💗🤭 pokoknya kalian harus instal gamawu tauu 😠",5,2025-03-29 01:38:57,1,10.86.0-release.0
Pengguna Google,bagus buat bersosialisasi,5,2025-03-29 01:15:32,0,10.79.0-release.0
Pengguna Google,"sering forced close skrg, pls perbaiki",1,2025-03-29 01:13:32,0,10.86.0-release.0
Pengguna Google,banyak nge lag nya pas di buka keluar sendiri kalo bisa di perbaiki,3,2025-03-29 01:06:01,0,
Pengguna Google,keren,5,2025-03-29 00:05:11,0,10.86.0-release.0
Pengguna Google,ga bisa login sama sekali🥲,2,2025-03-28 23:25:19,0,
Pengguna Google,"Grok sudah muncul, memuaskan kalau diajak diskusi. Saya kasih bintang 5! Lanjutkan biar Grok bisa lebih baik lagi daripada kompetitornya!",5,2025-03-28 22:57:50,1,10.86.0-release.0
Pengguna Google,lumbayan membantu,3,2025-03-28 22:52:33,0,
Pengguna Google,Pokoknya Mantul deh👍👍👍,4,2025-03-28 22:02:15,0,10.86.0-release.0
Pengguna Google,fitur nya jelek banget dan kurang seru,2,2025-03-28 21:55:49,0,
Pengguna Google,cukup baek,5,2025-03-28 21:19:57,0,10.81.0-release.0
Pengguna Google,aplikasi yg mantap dan bagus,5,2025-03-28 21:15:53,0,
Pengguna Google,puas,5,2025-03-28 20:59:34,0,10.76.0-release.0
Pengguna Google,"makin jelek lu, hari hari ada aja errornya",1,2025-03-28 20:38:07,0,10.7.0-release.0
Pengguna Google,bgus aja,5,2025-03-28 20:15:19,0,
Pengguna Google,mantaaaabz 🌄,5,2025-03-28 19:55:01,0,
Pengguna Google,twitter ngntd,1,2025-03-28 19:44:02,0,
Pengguna Google,"bikin akun di tangguhin Mulu,padahal gak pernah mosting,ngomen yg aneh aneh, jarang login juga tapi di tangguhin mulu aku gua anjg, gimana sih ni apk skrng",1,2025-03-28 19:43:18,4,10.85.0-release.0
Pengguna Google,good,4,2025-03-28 19:15:33,0,10.86.0-release.0
Pengguna Google,aplikasi sampah.banyak masalah,1,2025-03-28 18:55:20,0,
Pengguna Google,"semakin aneh apknya, kenapa akun saya dan beberapa orang kena suspend. Apa karena harus berbayar??",1,2025-03-28 18:40:43,0,10.86.0-release.0
Pengguna Google,tolong di perbaiki lagi,5,2025-03-28 18:29:42,0,10.86.0-release.0
Pengguna Google,ok,5,2025-03-28 17:34:20,0,10.86.0-release.0
Pengguna Google,kenapa gak bisa dibuka ya apknya? 👀,1,2025-03-28 17:13:42,0,10.86.0-release.0
Pengguna Google,udah semakin gak jelas,1,2025-03-28 16:57:25,0,10.86.0-release.0
Pengguna Google,"ribet banget cuy login nya udh kaya mau masuk situs darkweb aja, perihal salah tahun lahir aja langsung akun dikunci mana susah lagi buat login akun nya lagi",1,2025-03-28 16:53:25,0,10.86.0-release.0
Pengguna Google,terlalu sering memperbarui timeline secara otomatis,1,2025-03-28 16:23:38,0,10.51.1-release.0
Pengguna Google,"sangat baik, terdapat filter juga",5,2025-03-28 16:12:39,0,
Pengguna Google,apk kikir,1,2025-03-28 16:10:33,0,
Pengguna Google,😈👍,5,2025-03-28 15:53:27,0,10.86.0-release.0
Pengguna Google,Apk nya nge bug banget😭😭 Baru aja aku download langsung ku hapus karna nge bug😤,1,2025-03-28 15:19:49,0,10.86.0-release.0
Pengguna Google,bagus,5,2025-03-28 14:48:19,0,
Pengguna Google,Lemot,1,2025-03-28 14:33:24,0,10.83.0-release.0
Pengguna Google,luar biasa,5,2025-03-28 14:15:33,0,10.85.0-release.0
Pengguna Google,kenapa akun sya tiba2 ke kunci padahal gda yang salah denga akun saya,1,2025-03-28 14:04:35,0,
Pengguna Google,sekarang jadi jelek. sengaja saya instal kembali supaya di blokir lagi karena sekarang main suka blokir,1,2025-03-28 13:45:28,0,
Pengguna Google,Sejak awal dibeli Elon malah hancurrr,1,2025-03-28 13:37:49,0,
Pengguna Google,"kesalahan teknis, pas gw coba ulang, eh harus berlangganan dulu kalau mau lihat postingan.",1,2025-03-28 13:02:04,0,10.75.0-release.0
Pengguna Google,👍👍👍👍,5,2025-03-28 12:03:31,0,10.86.0-release.0
Pengguna Google,"sudah bagus ,semogaa ada kemajuan lagi",4,2025-03-28 11:51:45,0,
Pengguna Google,main suspen seenak jidat dasar gk laku .. pantes down,1,2025-03-28 11:15:57,0,
Pengguna Google,biarkan bintang ini yang berbicara maaf banget yaa tapi konten yang disajikan aneh banget gak bermutu sama sekali cuman x ini flatfrom pertama yang ke gini sosmed lain gaberani plis komohon semua konten nya dikendalikan ya,1,2025-03-28 11:13:56,0,10.86.0-release.0
Pengguna Google,great aplication,5,2025-03-28 11:12:17,0,10.85.0-release.0
Pengguna Google,trbaik,5,2025-03-28 10:04:20,0,
Pengguna Google,Sangat membantu info terkini,5,2025-03-28 08:59:54,0,
Pengguna Google,"jujur saya kurang suka main aplikasi X karena membingungkan dengan segala keterbatasan (jumlah karakter misalnya), tapi karena ada fitur Grok saya jadi lebih banyak memanfaatkan AI untuk memperdalam wawasan saya. Semoga Grok bisa lebih canggih lagi dari kompetitornya",5,2025-03-28 08:40:18,1,
Pengguna Google,aplikasi tolol,1,2025-03-28 08:19:52,0,10.86.0-release.0
Pengguna Google,kena suspen mulu,1,2025-03-28 07:43:28,0,
Pengguna Google,Aplikasi Favoritku,5,2025-03-28 06:47:21,0,10.86.0-release.0
Pengguna Google,kebanyakan updated aplikasi,1,2025-03-28 06:20:06,0,10.85.0-release.0
Pengguna Google,"apilkasi X INI paling terjelek sepanjang masa twitter.ini tidak akan berubh smpai kpnpn apbila developper tidak membetikan solusi,anda akn ditingglkn olh pminat anda nanti jima tnp solusi lanjutan.lbih tlol lg hrus langganan perbulan oleh twiter.baru bisa pakai",1,2025-03-28 05:50:32,0,
Pengguna Google,karna banyakk kejadian viral di sosmed ini,5,2025-03-28 05:09:34,0,
Pengguna Google,aku gak ngerti cara loginnya kok payah kali sih 😡 kasih penjelasannya 🤬,1,2025-03-28 03:46:53,0,
Pengguna Google,aplikasi nya mudah di gunakan dan mudah juga mencari teman,5,2025-03-28 03:12:20,3,10.83.0-release.0
Pengguna Google,sampah,1,2025-03-28 03:05:52,0,10.86.0-release.0
Pengguna Google,"aplikasi gila!!!!! saya ga ngapa ngapain tiba tiba akun di tangguhkan ga jelas, ga ada notif apa apa tiba tiba di tangguhkan sistem ga jelas!!!!!!!",1,2025-03-28 01:50:56,1,10.86.0-release.0
Pengguna Google,mantap..,5,2025-03-28 01:18:24,0,10.86.0-release.0
Pengguna Google,ini aplikasi hobi banget menangguhkan niat engga sih bikin aplikasi?,1,2025-03-28 00:39:52,0,
Pengguna Google,bug pekok,1,2025-03-27 23:56:06,0,10.86.0-release.0
Pengguna Google,"aplikasi buruk 👎, merusak akhlak",1,2025-03-27 23:37:53,0,9.80.0-release.0
Pengguna Google,👎👎👎👎,1,2025-03-27 22:38:30,0,
Pengguna Google,very nice i like,5,2025-03-27 22:28:35,0,10.83.0-release.0
Pengguna Google,Keingetan Nama X (Twitter Dulu) 🙁,5,2025-03-27 22:21:26,0,
Pengguna Google,sangat membantu,5,2025-03-27 22:18:55,0,10.86.0-release.0
Pengguna Google,good,5,2025-03-27 21:12:21,0,10.85.0-release.0
Pengguna Google,good,5,2025-03-27 20:50:24,0,10.82.0-release.0
Pengguna Google,dikit dikit akun di tangguhkan,1,2025-03-27 19:32:11,0,
Pengguna Google,oke,5,2025-03-27 19:19:18,0,10.84.0-release.0
Pengguna Google,ok banget,5,2025-03-27 19:07:22,0,
Pengguna Google,good,5,2025-03-27 18:32:07,0,10.86.0-release.0
Pengguna Google,"Lemot, mau lihat komentar aja ga bisa",1,2025-03-27 18:31:34,0,10.85.0-release.0
Pengguna Google,oke,5,2025-03-27 18:31:05,0,
Pengguna Google,Ok,5,2025-03-27 18:11:33,0,
Pengguna Google,"gajelas banget apk nya! mau nyari akun seseorang malah muncul tulisan ""kesalahan teknis"" padahal jaringan lancar, pas mau scroll beranda eh yang muncul itu' terus postingan nya, tolong dong diperbaiki lagi🙏🏻",1,2025-03-27 17:29:26,0,
Pengguna Google,Ya begitulah suka nge bug keluar sendiri,3,2025-03-27 17:24:26,0,10.47.0-release.0
Pengguna Google,"masih harus ada perbaikan, ketika sedang membuka aplikasi tiba² suka logout",3,2025-03-27 17:24:22,9,10.86.0-release.0
Pengguna Google,giliran akun yang posting yang menyebarkan video tak senonoh di biarin apa kalian juga mau liat kah 🤨,1,2025-03-27 16:18:46,0,
Pengguna Google,loading lama bahkan kadang tidak bisa dibuka,1,2025-03-27 16:11:21,0,10.86.0-release.0
Pengguna Google,mantap,5,2025-03-27 15:45:40,0,
Pengguna Google,ribet mau login,1,2025-03-27 15:43:21,0,
Pengguna Google,bagus,5,2025-03-27 14:02:34,0,
Pengguna Google,"haloo min ini kenapa ya selalu ada ""masalah pemutaran vidio""segala cara udah kucoba tpi masih ttp gagal 😭",4,2025-03-27 14:00:45,0,10.2.0-release.0
Pengguna Google,sangat baik,5,2025-03-27 13:44:46,0,
Pengguna Google,"ini apk seru sih soalnya gw bisa tau banyak hal soal update game yang gw tau dab memenya juga bagus cuman satu masalahnya,Alhoritma nya,soalnya gw agak mual liat postingan soal karakter dari apa gitu entah anime atau game dan itu banyak yang bug1l ajg",4,2025-03-27 13:28:41,0,
Pengguna Google,ok,5,2025-03-27 13:07:59,0,
Pengguna Google,ni app rusakk!!!,1,2025-03-27 13:05:43,0,9.39.0-release.0
Pengguna Google,Sukaaaa,5,2025-03-27 12:11:42,0,10.85.0-release.0
Pengguna Google,"can you help me, I have an account with an email on my old phone. But all the data on my old phone has been totally reset, my account is locked and I can't log in to my old email. I beg you to help me get back to my account as before, please",2,2025-03-27 11:53:30,0,10.86.0-release.0
Pengguna Google,Akun ku tiba tiba tiba ditangguhkan gajelas banget aplikasi x ini,1,2025-03-27 10:19:35,0,
Pengguna Google,tiba tiba saya ga bisa masuk,1,2025-03-27 09:21:50,0,10.85.0-release.0
Pengguna Google,"pernah komen juga enggak, post juga enggak tau tau akun di blokir, emng konyol ini apk",1,2025-03-27 08:40:19,0,
Pengguna Google,tidak seperti dulu,1,2025-03-27 07:51:28,0,
Pengguna Google,"sangat mengecewakan, sering terjadi keamanan bug saat masuk, dan akun di tangguhkan tanpa sebab",1,2025-03-27 07:36:59,9,10.85.0-release.0
Pengguna Google,banyak teman yanng ku dapat dari aplikasi ini,5,2025-03-27 07:13:30,0,
Pengguna Google,ok,5,2025-03-27 06:40:59,0,
Pengguna Google,udah bayar centang biru tapi masih kena login ulang.. ini malah serasa kyk dibanned ga sih???,2,2025-03-27 05:55:24,0,
Pengguna Google,"setelah update malah susah login, kacaw",1,2025-03-27 05:54:00,0,10.85.0-release.0
Pengguna Google,lumayan,4,2025-03-27 05:44:15,0,
Pengguna Google,baik,2,2025-03-27 04:58:33,0,10.86.0-release.0
Pengguna Google,good,5,2025-03-27 04:48:27,0,
Pengguna Google,sekarang mah gk bisa donlod vidio lagi udah di upgrade apk mlh jelek,1,2025-03-27 04:27:04,0,
Pengguna Google,mudah cari informasi,5,2025-03-27 03:54:33,0,10.86.0-release.0
Pengguna Google,ok,5,2025-03-27 03:19:31,0,10.85.0-release.0
Pengguna Google,good,5,2025-03-27 03:02:06,0,10.85.0-release.0
Pengguna Google,"bagus bjir, bisa liat BoLa",5,2025-03-27 02:10:07,1,10.85.0-release.0
Pengguna Google,bagus,5,2025-03-27 02:09:16,0,
Pengguna Google,The policy of unilaterally suspending without prior notification or warning makes me hate this application because it is increasingly unpleasant. I was forced to switch to another application. I am sure that this application will soon be abandoned by its users,1,2025-03-27 01:55:46,0,10.10.0-release.0
Pengguna Google,sudah seminggu loh ini tapi aku tetap nggak bisa login..sampai kapan ini akan terjadi tolong dong segera ditindak lanjuti,2,2025-03-27 01:13:30,0,10.86.0-release.0
Pengguna Google,mantul,5,2025-03-26 23:00:50,0,10.28.0-release.0
Pengguna Google,guut,5,2025-03-26 22:38:35,0,10.86.0-release.0
Pengguna Google,"bagus , mantap",5,2025-03-26 21:42:25,0,10.85.0-release.0
Pengguna Google,login ae uangel,1,2025-03-26 21:26:35,0,10.86.0-release.0
Pengguna Google,"dikit-dikit ke ban, dikit-dikit akun ditangguhkan sosmed macam apa inii",1,2025-03-26 21:02:54,0,
Pengguna Google,"un instal aja lah aplikasi ini, logan login mulu, aplikasi gak jelass blaasssss.!!!!",1,2025-03-26 20:58:44,0,10.86.0-release.0
Pengguna Google,bgus,3,2025-03-26 20:52:42,0,10.86.0-release.0
Pengguna Google,luar biasa,5,2025-03-26 20:19:10,0,
Pengguna Google,"bagus sih tapi kadang di aku suka susah up konten, padahal jringan ku bagus, suka error kadang di aku",4,2025-03-26 20:01:30,0,
Pengguna Google,banyak bug,1,2025-03-26 19:52:02,0,10.13.1-release.0
Pengguna Google,apalaco harus milih gambar udah bener masih aja di ulang gua kan manusia bukan nabii boiii🗿,1,2025-03-26 19:45:52,0,
Pengguna Google,bagus jaman tweter,1,2025-03-26 19:35:38,6,10.38.0-release.0
Pengguna Google,mantap,5,2025-03-26 19:31:19,0,10.85.0-release.0
Pengguna Google,SAMPAH,1,2025-03-26 18:50:04,0,
Pengguna Google,ga bisa login,1,2025-03-26 18:21:11,1,
Pengguna Google,"mau login aja di persulit,ada kesalahan teknis mulu,padahal sinyal lancar,ga ada kendala,tetep aja gabisa!!!",1,2025-03-26 18:20:48,99,10.86.0-release.0
Pengguna Google,not bad,4,2025-03-26 18:15:18,1,
Pengguna Google,bagus,5,2025-03-26 18:10:45,1,10.85.0-release.0
Pengguna Google,keren,5,2025-03-26 18:00:32,0,10.86.0-release.0
Pengguna Google,sangat menabjubkan,5,2025-03-26 17:38:38,0,10.85.0-release.0
Pengguna Google,ok,4,2025-03-26 17:24:40,0,
Pengguna Google,so good,5,2025-03-26 17:14:45,0,10.85.0-release.0
Pengguna Google,mantap,5,2025-03-26 17:09:13,0,10.83.0-release.0
Pengguna Google,salam manis,5,2025-03-26 17:05:33,0,
Pengguna Google,menambah wawasan saya,5,2025-03-26 17:04:07,0,10.85.0-release.0
Pengguna Google,"aplikasi tidak berguna, sudah login berulang kali, akun di tangguhkan, padahal ngk ngapa-ngapain",1,2025-03-26 16:55:24,14,10.85.0-release.0
Pengguna Google,sudah 6 akun saya yang di tangguhkan padahal saya tidak melanggar apapun tolong perhatian yah .,2,2025-03-26 16:20:55,0,
Pengguna Google,bad,1,2025-03-26 15:54:42,0,
Pengguna Google,"menu ""like"" pada akun seseorang tidak bisa dibuka, saya mohon untuk pihak x agar agar fitur tersebut bisa dibuka kembali",1,2025-03-26 15:51:56,5,
Pengguna Google,"tolong ya ini apk nya di perbaiki lagi, saya mau log in ga bisa, saya udh pake semua akun email saya tapi ga ada yang berhasil, tolong ya buat tim/pihak 𝕏🙏",1,2025-03-26 15:35:09,7,10.85.0-release.0
Pengguna Google,gk jelas mending twitter aja kek dulu,1,2025-03-26 15:17:54,0,9.10.0-release.00
Pengguna Google,good,5,2025-03-26 14:46:13,0,10.85.0-release.0
Pengguna Google,x ini gak bisa di buat ganda alias kloning,5,2025-03-26 14:05:25,0,10.85.0-release.0
Pengguna Google,top apk cari ribut,1,2025-03-26 14:03:30,0,10.16.0-release.0
Pengguna Google,istimewa,5,2025-03-26 14:02:22,0,10.85.0-release.0
Pengguna Google,Informasi yang akurat,5,2025-03-26 13:04:32,0,
Pengguna Google,"eror trus, kalau login suka lama, trus suka tba' keluar sendiri. akun yg lgi di masukin suka tba' jdi privat padahal ngga, mohon di perbaiki lgi ya",2,2025-03-26 13:02:57,4,10.85.0-release.0
Pengguna Google,"Teruntuk x tolong dong saya baru aja bikin akun belum ada 1 menit sudah ditangguhkan belum juga like postingan ,belum follow orang sudah di tangguhkan langsung ,masalahnya sama saya apa coba, setiap bikin akun selalu ditangguhkan binggung gue ,belum juga dipake ngk ada 1 menit loh udah di tangguhkan, tolong segera diperbaikiiiiiiii",2,2025-03-26 12:24:17,0,
Pengguna Google,"Aplikasi sosial media paling asik!!! kalo bisa bersih bersih akun fake biar makin sehat, terima kasih!",5,2025-03-26 12:08:20,6,10.85.0-release.0
Pengguna Google,"halo min ko akun saya ditangguhkan sih padahal gak ngelakuin ujar kebencian sejenisnya,harus premium dlu ya?",4,2025-03-26 12:04:28,0,
Pengguna Google,Adain fitur save videonya dong,1,2025-03-26 11:57:34,0,10.27.0-release.0
Pengguna Google,Server memuat terus,1,2025-03-26 11:49:33,0,10.85.0-release.0
Pengguna Google,aku suka aja sih,4,2025-03-26 11:28:00,0,10.84.0-release.0
Pengguna Google,gak bisa login,1,2025-03-26 10:05:01,0,10.85.0-release.0
Pengguna Google,apk terbaik,5,2025-03-26 09:58:45,0,
Pengguna Google,ok...,5,2025-03-26 09:18:03,0,10.86.0-release.0
Pengguna Google,"kebanyakan masyarakat mengeluarkan pendapat dengan logika dan secara dewasa disini (belum tentu 100% bener ya), dibandingkan sosmed lainnya yang isi nya kebanyakan bocah. X cocok jadi tempat yang isinya berita,jurnal,kasus,sampe suara rakyat 😌. misalnya ada yang jarang nonton berita ditv, buatku ini X lumayan jadi sumber berita, ada aja update-an nya walau pasti ada aja netizen yang salah tempat 😸",4,2025-03-26 08:59:04,16,10.85.0-release.0
Pengguna Google,mudah dan cepat,4,2025-03-26 07:45:49,0,10.85.0-release.0
Pengguna Google,senang memiliki akun X tp sy tdk mengerti utk mengetahui bio seseorang yg dituju ....?,3,2025-03-26 07:42:44,0,
Pengguna Google,nama nya keren jir x,5,2025-03-26 07:35:20,0,
Pengguna Google,"tiba2 banget ditangguhkan, padahal gapernah komen jorok dan sejenisnya",1,2025-03-26 06:42:32,1,10.29.0-release.0
Pengguna Google,apk x ini sangat bagus saya suka 🤩🤩,5,2025-03-26 06:33:11,0,
Pengguna Google,"ngk tau knp suruh masukin akun trus balik"" trus sampe di bawah ke play store lagi",1,2025-03-26 06:23:05,0,
Pengguna Google,baguss aplikasi nya,5,2025-03-26 05:58:06,0,
Pengguna Google,ga bisa di pake,3,2025-03-26 05:43:12,0,10.85.0-release.0
Pengguna Google,sangattt bagusssss saya juga bisaencari informasiiii apapun dengan cepattttt,5,2025-03-26 04:55:19,0,
Pengguna Google,"mau login tapi gak bisa teruss, udah nunggu sampe lama tapi tetep gak bisa, gimana mau main apk nya kalau mau login aja gak bisa!!!!",1,2025-03-26 04:15:13,0,
Pengguna Google,jelek bgt X masa Login gabisa bisa pdhl gak ganti Pass gak ganti email cok Tutup aja tutup 🙄,1,2025-03-26 04:12:09,0,
Pengguna Google,good,5,2025-03-26 04:02:04,0,10.85.0-release.0
Pengguna Google,بالنسبة للجانب X، أريد أن أخبرك بماذا، ولكن يرجى إصلاح APK.,4,2025-03-26 03:43:33,0,
Pengguna Google,sangat bagus,5,2025-03-26 02:32:00,0,10.63.1-release.0
Pengguna Google,"app sampah, akun dibannned tanpa alesan jelas. banyak data penting yg di simpen disitu jadi langsung gk bisa di akses lagi.",1,2025-03-26 00:52:14,15,10.85.0-release.0
Pengguna Google,kenapa gak bisaaa masuk gueee padahal baru download tolong dong gimana mau pakai ini padahal wifi lancar,1,2025-03-26 00:16:01,0,
Pengguna Google,loooooooveeee,5,2025-03-26 00:04:36,0,10.84.0-release.0
Pengguna Google,"apk anti kritik, comen dkit langsung ditangguhkan",1,2025-03-25 23:33:54,0,10.85.0-release.0
Pengguna Google,good,5,2025-03-25 23:16:38,0,10.85.0-release.0
Pengguna Google,bagus tanpa iklan,5,2025-03-25 23:04:35,0,
Pengguna Google,Ok,5,2025-03-25 21:53:11,0,10.23.0-release.0
Pengguna Google,sulit untuk login...parahhh,1,2025-03-25 21:38:54,0,
Pengguna Google,"Sekarang buka reply postingan balasan dari orang lain tidak ditemukan, harus nelewati postingan rekomendasi dan kadang tidak ada komentar sama sekali, jadi harus pindah opsi dari relevan ke paling banyak disukai. X sekarang jadi platform yang jelek, sudah algoritma jelek, sekarang ditambah kolom reply mau lihat komentar orang aja harus effort. sudah gitu ada bug ketika memutar video tapi suaranya keluar sendiri padahal sudah diclose videonya",2,2025-03-25 21:38:37,86,10.85.0-release.0
Pengguna Google,selalu di tangguhkan padahal jarang menggunakan Twitter 😒,1,2025-03-25 21:17:12,0,
Pengguna Google,seru,5,2025-03-25 21:13:33,0,
Pengguna Google,"mau login akun tpi gw lupa nickname akun gw karena gw pakai nama acak²an, kan saat itu ga perlu masukin nickname akun kalo mau login, tpi sekarang ada, jdi ya gabisa login lagi karena gw lupa, mungkin gw yang salah si, tpi klo bisa di ilangin aja si",3,2025-03-25 20:50:11,12,10.85.0-release.0
Pengguna Google,kenapa tidak bisa kebuka??,1,2025-03-25 19:01:04,0,10.85.0-release.0
Pengguna Google,bagus,5,2025-03-25 18:48:33,0,10.85.0-release.0
Pengguna Google,akun saya kena ban kenapa ya?,1,2025-03-25 18:32:09,0,9.56.2-release.0
Pengguna Google,sangat sosial dan berekpos tanpa batasan.,5,2025-03-25 18:31:57,0,10.85.0-release.0
Pengguna Google,luar biasa 👍,5,2025-03-25 18:19:33,0,
Pengguna Google,Bagus liat berita tersembunyi,5,2025-03-25 17:49:48,0,10.85.0-release.0
Pengguna Google,oke,5,2025-03-25 17:37:43,0,10.85.0-release.0
Pengguna Google,ok,5,2025-03-25 17:34:21,0,10.79.0-release.0
Pengguna Google,banyak bug gilaaa,2,2025-03-25 17:32:11,0,10.38.0-release.0
Pengguna Google,"mls, eror, tbtb sy dikeluarin akun 😮‍💨",1,2025-03-25 17:29:10,1,10.85.0-release.0
Pengguna Google,"udah berapa kali coba ganti profile tapi sekalu balik ke profile yang lama, ga bgt",3,2025-03-25 17:19:59,0,
Pengguna Google,"Aplikasinya Sangat PARAH, untuk Pihak X tolong perhatikan, tiap kali mau login harus Verifikasi data trus, Maksudnya apa itu..👎👎",1,2025-03-25 17:19:09,2,
Pengguna Google,puas,5,2025-03-25 17:15:11,0,10.85.0-release.0
Pengguna Google,Sgt mendukung sosialisasi dalam Maya.,3,2025-03-25 16:15:31,0,
Pengguna Google,please reduce sensitive and vulgar content 😮‍💨,3,2025-03-25 16:07:07,0,10.85.0-release.0
Pengguna Google,"siip aplikasi yang sangat bagus,,👍👍👍👍",5,2025-03-25 15:58:03,0,10.85.0-release.0
Pengguna Google,ini Twitter bukan sih?,3,2025-03-25 14:24:17,0,
Pengguna Google,emangg ini Twitter apaa bukan si??,2,2025-03-25 14:05:13,0,
Pengguna Google,"apk gak jelas ,kenapa selalu di tangguhkan Mulu akun nya padahal ga ngapa ngapainnn",1,2025-03-25 13:32:39,0,10.85.0-release.0
Pengguna Google,perihal lupa nama pengguna saya tidak bisa masuk kembali,2,2025-03-25 13:17:03,0,9.76.0-release.0
Pengguna Google,sangat suka apk informasi terbaik 🔥🙏🏽🙏🏽❤️,5,2025-03-25 13:08:20,0,10.84.0-release.0
Pengguna Google,mantap betul,5,2025-03-25 13:03:55,0,10.85.0-release.0
Pengguna Google,sangat membantu untuk informasi,5,2025-03-25 12:15:37,0,10.81.0-release.0
Pengguna Google,tiba tiba ditangguhkan anjir padahal masih akun baru,1,2025-03-25 12:06:02,0,10.85.0-release.0
Pengguna Google,"cm liat liat medsos aja tau tau di tangguhkan kan macam apa ini , pelanggarannya apa , komen kagak , hapus aja",1,2025-03-25 11:59:46,1,
Pengguna Google,good,5,2025-03-25 11:30:07,0,10.84.0-release.0
Pengguna Google,gbs login,1,2025-03-25 11:13:58,1,10.30.0-release.0
Pengguna Google,suka,5,2025-03-25 11:08:19,0,
Pengguna Google,pokoke genah,5,2025-03-25 09:20:19,0,
Pengguna Google,"X sering banget bikin akunku logout sendiri terus pas mau login ulang tiba-tiba keblokir dan nggak bisa masuk. Padahal akunku juga bukan akun aneh-aneh, cuma buat belajar. Tolong diperbaiki ya!",1,2025-03-25 09:01:48,2,
Pengguna Google,jelek bgt,1,2025-03-25 08:55:46,1,10.85.0-release.0
Pengguna Google,kalo muter video suka ga bisa aneh,1,2025-03-25 08:41:41,1,
Pengguna Google,asli gua cuma penasaran ama berita si buna teddy emng deh ni apk mantep bet infonya,5,2025-03-25 08:19:05,0,
Pengguna Google,Kok saya ga bisa liat komentar orang lain? Terus pas aku perbaikin di pengaturan tetep gabisa,1,2025-03-25 08:18:46,1,
Pengguna Google,"sering ngebug dan gak bisa di buka ,,Elon musk kebanyakan ngurusin roket",1,2025-03-25 07:46:55,0,
Pengguna Google,"kenapa gak bisa login, katanya cek update terbaru padahal udah update terbaru. sejak jadi X Twitter jadi gak asyik",1,2025-03-25 07:41:01,7,10.85.0-release.0
Pengguna Google,tidak bisa didonlot ulang,1,2025-03-25 07:29:55,1,
Pengguna Google,jelek,1,2025-03-25 07:07:27,1,
